  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+01  0.00000000E+00  0.00000000E+00
  0.20000000E+01  0.00000000E+00  0.00000000E+00
  0.30000000E+01  0.00000000E+00  0.00000000E+00
  0.40000000E+01  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.10000000E+01  0.00000000E+00
  0.10000000E+01  0.10000000E+01  0.00000000E+00
  0.20000000E+01  0.10000000E+01  0.00000000E+00
  0.30000000E+01  0.10000000E+01  0.00000000E+00
  0.40000000E+01  0.10000000E+01  0.00000000E+00
  0.00000000E+00  0.20000000E+01  0.00000000E+00
  0.10000000E+01  0.20000000E+01  0.00000000E+00
  0.20000000E+01  0.20000000E+01  0.00000000E+00
  0.30000000E+01  0.20000000E+01  0.00000000E+00
  0.40000000E+01  0.20000000E+01  0.00000000E+00
  0.00000000E+00  0.30000000E+01  0.00000000E+00
  0.10000000E+01  0.30000000E+01  0.00000000E+00
  0.20000000E+01  0.30000000E+01  0.00000000E+00
  0.30000000E+01  0.30000000E+01  0.00000000E+00
  0.40000000E+01  0.30000000E+01  0.00000000E+00
  0.00000000E+00  0.40000000E+01  0.00000000E+00
  0.10000000E+01  0.40000000E+01  0.00000000E+00
  0.20000000E+01  0.40000000E+01  0.00000000E+00
  0.30000000E+01  0.40000000E+01  0.00000000E+00
  0.40000000E+01  0.40000000E+01  0.00000000E+00
