 -0.10000000E+00
  0.39427199E-01  0.40150653E-01
  0.39324387E-01  0.40180356E-01
  0.39159621E-01  0.40239613E-01
  0.39155386E-01  0.40081883E-01
  0.39156313E-01  0.39999323E-01
  0.39215963E-01  0.39942433E-01
  0.39311446E-01  0.39756636E-01
  0.39266238E-01  0.39646512E-01
  0.39251711E-01  0.39523773E-01
  0.39154691E-01  0.39576876E-01
  0.39105574E-01  0.39624601E-01
  0.39120537E-01  0.39531935E-01
  0.39151303E-01  0.39510854E-01
  0.39110136E-01  0.39542958E-01
  0.39058764E-01  0.39619865E-01
  0.39112413E-01  0.39601893E-01
  0.39161306E-01  0.39495719E-01
  0.39287168E-01  0.39504816E-01
  0.39344204E-01  0.39518535E-01
  0.39421165E-01  0.39404840E-01
  0.39501555E-01  0.39377376E-01
  0.39576989E-01  0.39360513E-01
  0.39664972E-01  0.39199011E-01
  0.39638189E-01  0.39173639E-01
  0.39624578E-01  0.39103456E-01
  0.39542995E-01  0.38946828E-01
  0.39442879E-01  0.38789604E-01
  0.39376903E-01  0.38632287E-01
  0.39304169E-01  0.38604790E-01
  0.39258006E-01  0.38666335E-01
  0.39235233E-01  0.38714438E-01
  0.39258006E-01  0.38666335E-01
  0.39304169E-01  0.38604790E-01
  0.39376903E-01  0.38632287E-01
  0.39442879E-01  0.38789605E-01
  0.39542995E-01  0.38946828E-01
  0.39624578E-01  0.39103456E-01
  0.39638189E-01  0.39173639E-01
  0.39664972E-01  0.39199011E-01
  0.39576989E-01  0.39360513E-01
  0.39501555E-01  0.39377376E-01
  0.39421165E-01  0.39404840E-01
  0.39344204E-01  0.39518535E-01
  0.39287168E-01  0.39504816E-01
  0.39161306E-01  0.39495719E-01
  0.39112413E-01  0.39601893E-01
  0.39058764E-01  0.39619865E-01
  0.39110136E-01  0.39542958E-01
  0.39151303E-01  0.39510854E-01
  0.39120537E-01  0.39531935E-01
  0.39105574E-01  0.39624601E-01
  0.39154691E-01  0.39576876E-01
  0.39251711E-01  0.39523773E-01
  0.39266238E-01  0.39646512E-01
  0.39311446E-01  0.39756636E-01
  0.39215963E-01  0.39942433E-01
  0.39156313E-01  0.39999323E-01
  0.39155386E-01  0.40081883E-01
  0.39159621E-01  0.40239613E-01
  0.39324387E-01  0.40180356E-01
  0.39324387E-01  0.40180356E-01
  0.39265494E-01  0.40149480E-01
  0.39138100E-01  0.40168040E-01
  0.39122446E-01  0.40063197E-01
  0.39118272E-01  0.39961395E-01
  0.39166082E-01  0.39873492E-01
  0.39263629E-01  0.39741057E-01
  0.39248462E-01  0.39641427E-01
  0.39245222E-01  0.39548180E-01
  0.39176542E-01  0.39555122E-01
  0.39136722E-01  0.39560822E-01
  0.39140171E-01  0.39555459E-01
  0.39154851E-01  0.39550461E-01
  0.39137967E-01  0.39527803E-01
  0.39115356E-01  0.39568289E-01
  0.39153628E-01  0.39568840E-01
  0.39157266E-01  0.39533364E-01
  0.39265595E-01  0.39566235E-01
  0.39358907E-01  0.39592183E-01
  0.39450275E-01  0.39501073E-01
  0.39540936E-01  0.39404327E-01
  0.39617685E-01  0.39319582E-01
  0.39700745E-01  0.39172683E-01
  0.39665491E-01  0.39197616E-01
  0.39608885E-01  0.39163827E-01
  0.39489683E-01  0.38994289E-01
  0.39403145E-01  0.38808957E-01
  0.39321575E-01  0.38650236E-01
  0.39247882E-01  0.38628099E-01
  0.39266526E-01  0.38674006E-01
  0.39276530E-01  0.38710630E-01
  0.39266526E-01  0.38674006E-01
  0.39247882E-01  0.38628099E-01
  0.39321575E-01  0.38650236E-01
  0.39403145E-01  0.38808957E-01
  0.39489683E-01  0.38994289E-01
  0.39608885E-01  0.39163827E-01
  0.39665491E-01  0.39197616E-01
  0.39700745E-01  0.39172683E-01
  0.39617685E-01  0.39319582E-01
  0.39540936E-01  0.39404327E-01
  0.39450275E-01  0.39501073E-01
  0.39358907E-01  0.39592183E-01
  0.39265595E-01  0.39566235E-01
  0.39157266E-01  0.39533364E-01
  0.39153628E-01  0.39568840E-01
  0.39115356E-01  0.39568289E-01
  0.39137967E-01  0.39527803E-01
  0.39154851E-01  0.39550461E-01
  0.39140171E-01  0.39555459E-01
  0.39136722E-01  0.39560822E-01
  0.39176542E-01  0.39555122E-01
  0.39245222E-01  0.39548180E-01
  0.39248462E-01  0.39641427E-01
  0.39263629E-01  0.39741057E-01
  0.39166082E-01  0.39873492E-01
  0.39118272E-01  0.39961395E-01
  0.39122446E-01  0.40063197E-01
  0.39138100E-01  0.40168040E-01
  0.39265494E-01  0.40149480E-01
