# 1:T               2:E_av               3:E_err               4:C               5:M               6:Mx               7:My               8:Mz               9:M_err_x               10:M_err_y               11:M_err_z               12:chi_x               13:chi_y               14:chi_z               15:vx               16:vy               17:vz               18:qeuler               19:Chi_q               20:Q+               21:Chi_qp               22:Q-               23:Chi_qm               24:l_x               25:l_y               26:l_z               27:Chi_QpQm               28: Re(Mj+Mi-)               29: Im(Mj+Mi-)               30: Re(Mi+Mi+)               31: Im(Mi+Mi+)               32: Re(Mi+Mi-)               33: Re(Mi+Mj+)               34: Im(Mi+Mj+)
   0.3848356913E+002     0.2931250000E-003     0.8921302515E-004     0.2893363138E+000     0.5150000000E-003     0.0000000000E+000     0.0000000000E+000     0.5150000000E-003     0.0000000000E+000     0.0000000000E+000     0.1321331312E+000     0.0000000000E+000     0.0000000000E+000     0.2104834987E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3463429137E+002     0.1770650000E-003     0.9662662225E-004     0.4190618085E+000     0.3972500000E-002     0.0000000000E+000     0.0000000000E+000    -0.3972500000E-002     0.0000000000E+000     0.0000000000E+000     0.1735968741E+000     0.0000000000E+000     0.0000000000E+000     0.4036894867E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2264793589E+002    -0.7754500000E-003     0.7848488669E-004     0.6465645897E+000     0.3406750000E-001     0.0000000000E+000     0.0000000000E+000    -0.3406750000E-001     0.0000000000E+000     0.0000000000E+000     0.9246846294E+000     0.0000000000E+000     0.0000000000E+000     0.1751574421E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2674925765E+002    -0.3816150000E-003     0.1506183412E-003     0.1706983613E+001     0.1143750000E-001     0.0000000000E+000     0.0000000000E+000    -0.1143750000E-001     0.0000000000E+000     0.0000000000E+000     0.6576643386E+000     0.0000000000E+000     0.0000000000E+000     0.7501822719E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2163765659E+002    -0.8280950000E-003     0.6554135190E-004     0.4939778112E+000     0.2810750000E-001     0.0000000000E+000     0.0000000000E+000    -0.2810750000E-001     0.0000000000E+000     0.0000000000E+000     0.9452229124E+000     0.0000000000E+000     0.0000000000E+000     0.1915703097E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2449269962E+002    -0.6511050000E-003     0.1046150139E-003     0.9822268911E+000     0.6983500000E-001     0.0000000000E+000     0.0000000000E+000    -0.6983500000E-001     0.0000000000E+000     0.0000000000E+000     0.8639572523E+000     0.0000000000E+000     0.0000000000E+000     0.1413897078E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2046858085E+002    -0.8749300000E-003     0.5711590158E-004     0.4192139310E+000     0.5118250000E-001     0.0000000000E+000     0.0000000000E+000    -0.5118250000E-001     0.0000000000E+000     0.0000000000E+000     0.9614325590E+000     0.0000000000E+000     0.0000000000E+000     0.2095172873E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1522379399E+002    -0.9793050000E-003     0.2107104576E-004     0.1031391344E+000     0.6972000000E-001     0.0000000000E+000     0.0000000000E+000    -0.6972000000E-001     0.0000000000E+000     0.0000000000E+000     0.9923437129E+000     0.0000000000E+000     0.0000000000E+000     0.3001036592E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1902317432E+002    -0.9177300000E-003     0.4438166250E-004     0.2930476592E+000     0.4498750000E-001     0.0000000000E+000     0.0000000000E+000    -0.4498750000E-001     0.0000000000E+000     0.0000000000E+000     0.9756613115E+000     0.0000000000E+000     0.0000000000E+000     0.2321587864E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1000000000E+002    -0.9993150000E-003     0.3713175044E-005     0.7423145014E-002     0.2019625000E+000     0.0000000000E+000     0.0000000000E+000    -0.2019625000E+000     0.0000000000E+000     0.0000000000E+000     0.9794624722E+000     0.0000000000E+000     0.0000000000E+000     0.4450876520E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2156755127E+002    -0.8330075000E-003     0.6611144095E-004     0.5060078809E+000     0.5129750000E-001     0.0000000000E+000     0.0000000000E+000     0.5129750000E-001     0.0000000000E+000     0.0000000000E+000     0.9461825970E+000     0.0000000000E+000     0.0000000000E+000     0.1926316440E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2926904475E+002    -0.9352750000E-004     0.1185176922E-003     0.8829883790E+000     0.1731250000E-002     0.0000000000E+000     0.0000000000E+000    -0.1731250000E-002     0.0000000000E+000     0.0000000000E+000     0.3502638366E+000     0.0000000000E+000     0.0000000000E+000     0.1945183651E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3476123963E+002     0.1830525000E-003     0.9443191510E-004     0.3974228165E+000     0.7775000000E-002     0.0000000000E+000     0.0000000000E+000     0.7775000000E-002     0.0000000000E+000     0.0000000000E+000     0.1679034239E+000     0.0000000000E+000     0.0000000000E+000     0.3763590884E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3082870645E+002     0.9612500000E-005     0.1095946057E-003     0.6805710401E+000     0.3485000000E-002     0.0000000000E+000     0.0000000000E+000     0.3485000000E-002     0.0000000000E+000     0.0000000000E+000     0.2630068401E+000     0.0000000000E+000     0.0000000000E+000     0.1041255583E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2418353162E+002    -0.6795675000E-003     0.9901964030E-004     0.9028361833E+000     0.1007125000E-001     0.0000000000E+000     0.0000000000E+000     0.1007125000E-001     0.0000000000E+000     0.0000000000E+000     0.8810605076E+000     0.0000000000E+000     0.0000000000E+000     0.1489602202E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3837293969E+002     0.2857675000E-003     0.9117340123E-004     0.3040128102E+000     0.1397500000E-002     0.0000000000E+000     0.0000000000E+000    -0.1397500000E-002     0.0000000000E+000     0.0000000000E+000     0.1360804044E+000     0.0000000000E+000     0.0000000000E+000     0.2239467014E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1827356596E+002    -0.9353525000E-003     0.3934097955E-004     0.2496027933E+000     0.3866250000E-002     0.0000000000E+000     0.0000000000E+000     0.3866250000E-002     0.0000000000E+000     0.0000000000E+000     0.9820005484E+000     0.0000000000E+000     0.0000000000E+000     0.2448943210E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1304886195E+002    -0.9928825000E-003     0.1243603061E-004     0.4891296674E-001     0.8505000000E-002     0.0000000000E+000     0.0000000000E+000     0.8505000000E-002     0.0000000000E+000     0.0000000000E+000     0.9982540222E+000     0.0000000000E+000     0.0000000000E+000     0.3543953865E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2739992653E+002    -0.2880100000E-003     0.1473605058E-003     0.1557647290E+001     0.1611250000E-002     0.0000000000E+000     0.0000000000E+000    -0.1611250000E-002     0.0000000000E+000     0.0000000000E+000     0.5614591541E+000     0.0000000000E+000     0.0000000000E+000     0.5339068518E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3235207535E+002     0.8528000000E-004     0.1029199676E-003     0.5450052726E+000     0.3212500000E-002     0.0000000000E+000     0.0000000000E+000    -0.3212500000E-002     0.0000000000E+000     0.0000000000E+000     0.2150709039E+000     0.0000000000E+000     0.0000000000E+000     0.6634981771E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2632168884E+002    -0.4464150000E-003     0.1459911851E-003     0.1656652727E+001     0.7332500000E-002     0.0000000000E+000     0.0000000000E+000    -0.7332500000E-002     0.0000000000E+000     0.0000000000E+000     0.7183762771E+000     0.0000000000E+000     0.0000000000E+000     0.9098478482E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2583343455E+002    -0.5146125000E-003     0.1332714904E-003     0.1433230111E+001     0.3432500000E-002     0.0000000000E+000     0.0000000000E+000     0.3432500000E-002     0.0000000000E+000     0.0000000000E+000     0.7762017555E+000     0.0000000000E+000     0.0000000000E+000     0.1082294996E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2285014144E+002    -0.7665000000E-003     0.8016081611E-004     0.6627537414E+000     0.1672250000E-001     0.0000000000E+000     0.0000000000E+000     0.1672250000E-001     0.0000000000E+000     0.0000000000E+000     0.9214657388E+000     0.0000000000E+000     0.0000000000E+000     0.1724439851E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2017617603E+002    -0.8839625000E-003     0.5365531956E-004     0.3808496565E+000     0.2787875000E-001     0.0000000000E+000     0.0000000000E+000     0.2787875000E-001     0.0000000000E+000     0.0000000000E+000     0.9652090583E+000     0.0000000000E+000     0.0000000000E+000     0.2142804148E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.4000000000E+002     0.3257025000E-003     0.8624683254E-004     0.2503640909E+000     0.1652500000E-002     0.0000000000E+000     0.0000000000E+000     0.1652500000E-002     0.0000000000E+000     0.0000000000E+000     0.1269027002E+000     0.0000000000E+000     0.0000000000E+000     0.1868358849E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2528170172E+002    -0.5777650000E-003     0.1188264899E-003     0.1189651191E+001     0.3091250000E-002     0.0000000000E+000     0.0000000000E+000     0.3091250000E-002     0.0000000000E+000     0.0000000000E+000     0.8210057174E+000     0.0000000000E+000     0.0000000000E+000     0.1237270387E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2678331115E+002    -0.3802125000E-003     0.1538994838E-003     0.1778080855E+001     0.1631250000E-002     0.0000000000E+000     0.0000000000E+000    -0.1631250000E-002     0.0000000000E+000     0.0000000000E+000     0.6574480624E+000     0.0000000000E+000     0.0000000000E+000     0.7489230400E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2816487286E+002    -0.1943825000E-003     0.1368990651E-003     0.1272304571E+001     0.1351625000E-001     0.0000000000E+000     0.0000000000E+000    -0.1351625000E-001     0.0000000000E+000     0.0000000000E+000     0.4582089519E+000     0.0000000000E+000     0.0000000000E+000     0.3459377072E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1626067422E+002    -0.9689100000E-003     0.2626945795E-004     0.1405499962E+000     0.2417625000E-001     0.0000000000E+000     0.0000000000E+000     0.2417625000E-001     0.0000000000E+000     0.0000000000E+000     0.9914793735E+000     0.0000000000E+000     0.0000000000E+000     0.2805481292E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1000000000E+002    -0.9991650000E-003     0.4249386923E-005     0.9724298179E-002     0.1902250000E-001     0.0000000000E+000     0.0000000000E+000     0.1902250000E-001     0.0000000000E+000     0.0000000000E+000     0.9997320881E+000     0.0000000000E+000     0.0000000000E+000     0.4638161025E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2546318764E+002    -0.5587487500E-003     0.1250650912E-003     0.1299291740E+001     0.1997937500E-001     0.0000000000E+000     0.0000000000E+000    -0.1997937500E-001     0.0000000000E+000     0.0000000000E+000     0.8072037963E+000     0.0000000000E+000     0.0000000000E+000     0.1187644540E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2684324695E+002    -0.3687562500E-003     0.1514203804E-003     0.1713793859E+001     0.1197500000E-002     0.0000000000E+000     0.0000000000E+000    -0.1197500000E-002     0.0000000000E+000     0.0000000000E+000     0.6467275107E+000     0.0000000000E+000     0.0000000000E+000     0.7231701303E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1359767879E+002    -0.9902125000E-003     0.1439290583E-004     0.6034307282E-001     0.3694000000E-001     0.0000000000E+000     0.0000000000E+000     0.3694000000E-001     0.0000000000E+000     0.0000000000E+000     0.9968418339E+000     0.0000000000E+000     0.0000000000E+000     0.3391724657E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1880679656E+002    -0.9228375000E-003     0.4314662557E-004     0.2834810473E+000     0.3245000000E-002     0.0000000000E+000     0.0000000000E+000    -0.3245000000E-002     0.0000000000E+000     0.0000000000E+000     0.9781656888E+000     0.0000000000E+000     0.0000000000E+000     0.2361254937E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3458559063E+002     0.1738462500E-003     0.9649978180E-004     0.4192975061E+000     0.5526250000E-002     0.0000000000E+000     0.0000000000E+000    -0.5526250000E-002     0.0000000000E+000     0.0000000000E+000     0.1748427881E+000     0.0000000000E+000     0.0000000000E+000     0.4102353734E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2738591687E+002    -0.2913450000E-003     0.1482408105E-003     0.1578123549E+001     0.5183125000E-002     0.0000000000E+000     0.0000000000E+000    -0.5183125000E-002     0.0000000000E+000     0.0000000000E+000     0.5663772142E+000     0.0000000000E+000     0.0000000000E+000     0.5436471505E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2796234446E+002    -0.2191037500E-003     0.1370441785E-003     0.1293701350E+001     0.6732500000E-002     0.0000000000E+000     0.0000000000E+000    -0.6732500000E-002     0.0000000000E+000     0.0000000000E+000     0.4889673656E+000     0.0000000000E+000     0.0000000000E+000     0.3968432735E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3028163403E+002    -0.2537875000E-004     0.1123683001E-003     0.7416329544E+000     0.4886250000E-002     0.0000000000E+000     0.0000000000E+000    -0.4886250000E-002     0.0000000000E+000     0.0000000000E+000     0.2897486304E+000     0.0000000000E+000     0.0000000000E+000     0.1286756388E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2465265863E+002    -0.6403437500E-003     0.1072651274E-003     0.1019646405E+001     0.6912500000E-002     0.0000000000E+000     0.0000000000E+000    -0.6912500000E-002     0.0000000000E+000     0.0000000000E+000     0.8599139630E+000     0.0000000000E+000     0.0000000000E+000     0.1392127766E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
